county_code,county_name,date,gender,wage,hours,employment_rate,population,urban
1,County_1,2024-02-06,Male,29.91,36.0,0.8379079741647233,972608,1
1,County_1,2024-02-06,Female,32.3,37.5,0.9056864730106491,258596,1
1,County_1,2024-02-07,Male,26.39,39.6,0.8789507759589869,879290,1
1,County_1,2024-02-07,Female,30.89,41.3,0.8146361422186201,1029735,1
1,County_1,2024-02-08,Male,37.76,39.0,0.9402867649763059,1189024,1
1,County_1,2024-02-08,Female,30.14,39.3,0.8890449735595568,638774,1
1,County_1,2024-02-09,Male,26.07,39.0,0.8234760628406373,1472386,1
1,County_1,2024-02-09,Female,21.59,39.4,0.87923560430496,1307955,1
1,County_1,2024-02-10,Male,35.26,41.9,0.9360386524570289,464480,1
1,County_1,2024-02-10,Female,26.1,39.9,0.9166831052643475,1423520,1
1,County_1,2024-02-11,Male,28.24,34.9,0.7901742699583996,264772,1
1,County_1,2024-02-11,Female,13.06,43.3,0.9999658603124902,795603,1
1,County_1,2024-02-12,Male,23.79,40.6,0.8972207664544772,333515,1
1,County_1,2024-02-12,Female,24.47,40.6,0.9782352292466765,895275,1
1,County_1,2024-02-13,Male,39.79,38.9,0.9221058332656736,1038761,1
1,County_1,2024-02-13,Female,26.29,35.5,0.8752305378534376,1427171,1
1,County_1,2024-02-14,Male,32.16,31.2,0.9764775159730307,518408,1
1,County_1,2024-02-14,Female,24.04,39.9,0.9659419310545385,240738,1
1,County_1,2024-02-15,Male,29.32,37.1,0.9314070006740335,1374737,1
1,County_1,2024-02-15,Female,30.82,36.2,0.9041327979722517,852026,1
1,County_1,2024-02-16,Male,27.92,27.2,0.8972852566741094,1467543,1
1,County_1,2024-02-16,Female,30.49,34.4,0.8639683882348408,1395889,1
1,County_1,2024-02-17,Male,25.64,34.8,0.8917732170975152,1455100,1
1,County_1,2024-02-17,Female,21.98,34.5,0.8194019410174957,333554,1
1,County_1,2024-02-18,Male,30.4,35.7,0.8726570529379805,1422108,1
1,County_1,2024-02-18,Female,37.33,43.6,0.7670324321475314,762288,1
1,County_1,2024-02-19,Male,31.78,36.6,0.8814279567002105,1327199,1
1,County_1,2024-02-19,Female,28.68,43.7,0.9062523015583224,852465,1
1,County_1,2024-02-20,Male,30.46,31.5,0.9170494176138567,276218,1
1,County_1,2024-02-20,Female,39.85,41.3,0.8059654115362744,1288562,1
1,County_1,2024-02-21,Male,25.01,37.0,0.8812589596225201,625037,1
1,County_1,2024-02-21,Female,33.79,36.9,0.847123437428333,1314934,1
1,County_1,2024-02-22,Male,24.88,33.0,0.8591847295472578,1479361,1
1,County_1,2024-02-22,Female,24.86,36.1,0.9507843472531743,1442845,1
1,County_1,2024-02-23,Male,33.72,36.6,0.9128736617291329,743351,1
1,County_1,2024-02-23,Female,27.26,37.7,0.8328646720746858,1276432,1
1,County_1,2024-02-24,Male,27.81,32.6,0.9371632047011358,1041461,1
1,County_1,2024-02-24,Female,25.4,42.4,0.9575712687232366,1214929,1
1,County_1,2024-02-25,Male,36.68,35.0,0.8998324565170513,428504,1
1,County_1,2024-02-25,Female,35.71,34.4,0.8545183051255014,1277978,1
1,County_1,2024-02-26,Male,40.94,34.0,0.9255148194791162,1129168,1
1,County_1,2024-02-26,Female,14.93,35.5,0.9013045525105418,1349947,1
1,County_1,2024-02-27,Male,29.99,41.3,0.8937693109328265,1259622,1
1,County_1,2024-02-27,Female,29.67,40.1,0.8940838288659505,1212117,1
1,County_1,2024-02-28,Male,26.8,35.7,0.9061004907322681,1370365,1
1,County_1,2024-02-28,Female,28.89,32.9,0.8335427086419243,1041344,1
1,County_1,2024-02-29,Male,39.48,31.8,0.8799809319908342,1293762,1
1,County_1,2024-02-29,Female,23.84,40.7,0.9505070730214309,519278,1
1,County_1,2024-03-01,Male,35.73,41.2,0.9465126672976771,305423,1
1,County_1,2024-03-01,Female,25.69,31.9,0.8971047546331108,1109164,1
1,County_1,2024-03-02,Male,28.38,33.0,1.0,1293389,1
1,County_1,2024-03-02,Female,27.31,37.2,0.8922981642016634,599953,1
1,County_1,2024-03-03,Male,31.05,43.4,0.9648703057431313,321826,1
1,County_1,2024-03-03,Female,27.9,38.3,0.9506658018027677,690457,1
1,County_1,2024-03-04,Male,28.66,39.7,0.8035157701842921,1041052,1
1,County_1,2024-03-04,Female,34.52,27.4,0.9364771383317907,1061291,1
1,County_1,2024-03-05,Male,32.24,35.9,0.970467372009279,1441835,1
1,County_1,2024-03-05,Female,31.92,31.3,0.8120700500002926,1392324,1
1,County_1,2024-03-06,Male,19.79,39.8,0.9372019135324581,1236580,1
1,County_1,2024-03-06,Female,26.99,44.2,0.8500822979630605,1291577,1
1,County_1,2024-03-07,Male,28.06,39.1,0.9025153261377661,1112727,1
1,County_1,2024-03-07,Female,36.92,42.7,0.9810554278893858,1151661,1
1,County_1,2024-03-08,Male,25.45,35.5,0.8722261440419873,1435202,1
1,County_1,2024-03-08,Female,30.06,33.0,0.9285740348288493,1033032,1
1,County_1,2024-03-09,Male,25.48,41.2,0.9524265469253801,574999,1
1,County_1,2024-03-09,Female,28.15,43.5,0.9341792872600542,1046936,1
1,County_1,2024-03-10,Male,41.03,35.5,0.8806149220032008,527304,1
1,County_1,2024-03-10,Female,25.98,38.5,0.911482258846899,805409,1
1,County_1,2024-03-11,Male,18.44,41.5,0.8524658104297337,1360793,1
1,County_1,2024-03-11,Female,29.53,38.2,0.9515236710217915,1332658,1
1,County_1,2024-03-12,Male,29.34,40.7,0.9923353662868017,299616,1
1,County_1,2024-03-12,Female,28.51,41.7,0.921084246195613,658298,1
1,County_1,2024-03-13,Male,25.47,39.3,0.8685241725975458,1302523,1
1,County_1,2024-03-13,Female,26.15,42.8,0.8591532164506382,695518,1
1,County_1,2024-03-14,Male,27.37,40.6,0.8053727007348018,720551,1
1,County_1,2024-03-14,Female,27.76,44.0,0.9106815212214255,402053,1
1,County_1,2024-03-15,Male,35.16,33.3,0.8800553753873225,1406308,1
1,County_1,2024-03-15,Female,24.85,42.3,0.848674235029447,526032,1
1,County_1,2024-03-16,Male,22.58,36.1,0.9063901348683392,1363950,1
1,County_1,2024-03-16,Female,27.48,37.5,0.7982379879687248,489226,1
1,County_1,2024-03-17,Male,30.68,32.2,0.7900597021689959,413030,1
1,County_1,2024-03-17,Female,33.4,41.3,0.875264831554111,514451,1
1,County_1,2024-03-18,Male,25.04,40.6,0.8950412068110308,1461519,1
1,County_1,2024-03-18,Female,28.08,33.5,0.8414328495134514,1495269,1
1,County_1,2024-03-19,Male,24.8,38.3,0.8885298698634824,1274961,1
1,County_1,2024-03-19,Female,28.52,39.4,0.9228376609576893,545114,1
1,County_1,2024-03-20,Male,33.21,34.2,0.916162288145449,1486836,1
1,County_1,2024-03-20,Female,23.21,32.3,0.9303082545305729,977147,1
1,County_1,2024-03-21,Male,28.97,41.4,0.8673688010348805,809996,1
1,County_1,2024-03-21,Female,23.75,34.3,0.9809401012510299,588590,1
1,County_1,2024-03-22,Male,23.3,41.1,0.9212728780892483,482725,1
1,County_1,2024-03-22,Female,28.92,35.5,0.921835698344517,1288075,1
1,County_1,2024-03-23,Male,41.66,40.1,0.9890812545212684,222431,1
1,County_1,2024-03-23,Female,31.99,32.5,0.8446340243326844,878758,1
1,County_1,2024-03-24,Male,30.9,39.4,0.9066390349132077,1044092,1
1,County_1,2024-03-24,Female,36.47,39.6,0.9340722540178643,1143187,1
1,County_1,2024-03-25,Male,33.87,43.3,0.90987998023462,929497,1
1,County_1,2024-03-25,Female,23.75,37.1,0.8392740522175365,1132817,1
1,County_1,2024-03-26,Male,23.48,40.5,0.956466221876975,839282,1
1,County_1,2024-03-26,Female,22.54,36.0,1.0,425314,1
1,County_1,2024-03-27,Male,24.81,39.9,0.8790050150110439,665757,1
1,County_1,2024-03-27,Female,27.24,39.5,0.9515669997132156,826045,1
1,County_1,2024-03-28,Male,32.91,44.7,0.877055786856553,1195043,1
1,County_1,2024-03-28,Female,17.39,41.2,0.9089637302213343,1114699,1
1,County_1,2024-03-29,Male,21.76,36.0,0.9311278166671291,720985,1
1,County_1,2024-03-29,Female,29.69,35.8,0.8664188316030974,1074829,1
1,County_1,2024-03-30,Male,17.4,37.6,0.8632024040399985,1168181,1
1,County_1,2024-03-30,Female,28.04,29.1,0.9117599914427351,961985,1
1,County_1,2024-03-31,Male,29.61,34.5,0.818689114270563,526818,1
1,County_1,2024-03-31,Female,22.54,36.1,0.9173251940865358,605804,1
1,County_1,2024-04-01,Male,24.34,37.4,0.9497774292681139,1242377,1
1,County_1,2024-04-01,Female,35.27,37.3,0.8427411287982309,1206080,1
1,County_1,2024-04-02,Male,23.38,43.6,0.819722829667946,1431534,1
1,County_1,2024-04-02,Female,29.24,39.5,0.9215020823595536,660494,1
1,County_1,2024-04-03,Male,42.23,36.7,0.8774497484935037,1407068,1
1,County_1,2024-04-03,Female,21.77,38.8,0.8552718383793108,1143115,1
1,County_1,2024-04-04,Male,31.3,37.5,0.9542933170933903,1255146,1
1,County_1,2024-04-04,Female,36.86,42.4,0.8480047036437235,1030185,1
1,County_1,2024-04-05,Male,27.04,40.4,0.8594963457895255,1000101,1
1,County_1,2024-04-05,Female,26.18,41.5,0.9247840943986303,1395225,1
1,County_1,2024-04-06,Male,29.13,40.7,0.8741551568555108,1476647,1
1,County_1,2024-04-06,Female,25.24,40.5,0.9070518327911282,967629,1
1,County_1,2024-04-07,Male,35.57,39.2,0.8622862074990321,1232766,1
1,County_1,2024-04-07,Female,27.03,39.3,0.9210960377117643,722828,1
1,County_1,2024-04-08,Male,26.02,42.9,0.9347116705242992,684965,1
1,County_1,2024-04-08,Female,30.93,36.5,0.9376437838806986,1266348,1
1,County_1,2024-04-09,Male,29.2,37.3,0.9007789523790733,1276299,1
1,County_1,2024-04-09,Female,36.61,41.5,0.7921509677650164,1463008,1
1,County_1,2024-04-10,Male,23.86,44.6,0.9504908544671318,487681,1
1,County_1,2024-04-10,Female,14.08,38.2,0.9563058513007691,964357,1
1,County_1,2024-04-11,Male,21.88,28.3,0.8733448037567744,620182,1
1,County_1,2024-04-11,Female,31.38,41.0,0.9140595711984688,1388554,1
1,County_1,2024-04-12,Male,22.65,32.4,0.8952377460887327,337084,1
1,County_1,2024-04-12,Female,33.7,40.1,0.9103421925998263,344539,1
1,County_1,2024-04-13,Male,20.93,44.1,0.9386541594588764,900336,1
1,County_1,2024-04-13,Female,21.53,39.3,0.9197412872203851,263646,1
1,County_1,2024-04-14,Male,27.33,31.6,0.92202373689802,355683,1
1,County_1,2024-04-14,Female,22.28,36.2,0.9576166304370752,766956,1
1,County_1,2024-04-15,Male,32.33,42.8,0.9191985776273431,1389083,1
1,County_1,2024-04-15,Female,21.86,32.4,0.987478837159347,275388,1
1,County_1,2024-04-16,Male,31.11,31.5,0.918753595734139,305111,1
1,County_1,2024-04-16,Female,27.72,35.3,0.9139497081111901,1445129,1
1,County_1,2024-04-17,Male,38.33,40.1,0.8632544792761101,217633,1
1,County_1,2024-04-17,Female,35.25,35.8,0.8531110083065045,1341154,1
1,County_1,2024-04-18,Male,38.94,35.8,0.8315098510210461,1222460,1
1,County_1,2024-04-18,Female,26.93,35.5,0.9948247191564781,429104,1
1,County_1,2024-04-19,Male,34.05,40.7,0.8863267876772588,894892,1
1,County_1,2024-04-19,Female,19.77,35.7,0.8901232387151516,272240,1
1,County_1,2024-04-20,Male,34.09,38.8,0.8699056394399384,849991,1
1,County_1,2024-04-20,Female,30.02,30.0,0.9187028284923786,429189,1
1,County_1,2024-04-21,Male,27.92,30.2,0.8685535554405655,1424491,1
1,County_1,2024-04-21,Female,34.64,36.7,0.840511922913395,954296,1
1,County_1,2024-04-22,Male,17.02,35.0,0.93946578059273,937565,1
1,County_1,2024-04-22,Female,39.08,38.8,0.884544176789875,1368544,1
1,County_1,2024-04-23,Male,35.4,36.8,0.8796088456965728,1373057,1
1,County_1,2024-04-23,Female,16.63,38.2,0.8194577772219127,589954,1
1,County_1,2024-04-24,Male,19.87,39.6,1.0,814805,1
1,County_1,2024-04-24,Female,27.95,36.5,0.923198614146173,1085296,1
1,County_1,2024-04-25,Male,29.91,41.7,0.8854862727905675,1190669,1
1,County_1,2024-04-25,Female,30.74,36.0,0.8881822631455503,836308,1
1,County_1,2024-04-26,Male,33.5,35.1,1.0,1278560,1
1,County_1,2024-04-26,Female,28.21,43.6,0.9278905153175931,345788,1
1,County_1,2024-04-27,Male,30.9,40.0,0.9498906359132014,972577,1
1,County_1,2024-04-27,Female,29.34,30.8,0.8676735239403781,1413261,1
1,County_1,2024-04-28,Male,29.09,38.2,0.8884649793402261,423894,1
1,County_1,2024-04-28,Female,28.61,38.6,0.8831457014440981,1404680,1
1,County_1,2024-04-29,Male,23.02,34.9,0.871977245086003,1109711,1
1,County_1,2024-04-29,Female,25.32,31.9,0.9456217624629584,998843,1
1,County_1,2024-04-30,Male,33.51,36.3,0.9663539051006833,1347647,1
1,County_1,2024-04-30,Female,21.82,42.8,0.8841674985369387,1127460,1
1,County_1,2024-05-01,Male,31.58,35.7,0.8805291061253482,730836,1
1,County_1,2024-05-01,Female,24.75,32.1,0.9091679959889578,1436180,1
1,County_1,2024-05-02,Male,28.21,41.3,0.8345975739220791,710259,1
1,County_1,2024-05-02,Female,22.34,40.9,0.8380852155811978,797218,1
1,County_1,2024-05-03,Male,19.61,43.9,0.8895338161424067,1301928,1
1,County_1,2024-05-03,Female,26.69,37.2,0.8810121330009879,814641,1
1,County_1,2024-05-04,Male,39.27,41.0,0.9149646290203246,904590,1
1,County_1,2024-05-04,Female,28.03,37.9,0.912960900917163,925836,1
1,County_1,2024-05-05,Male,36.31,28.3,0.9092883746043385,341214,1
1,County_1,2024-05-05,Female,19.14,40.7,0.9578907421012005,788315,1
1,County_1,2024-05-06,Male,20.76,43.0,0.9094208004148714,621486,1
1,County_1,2024-05-06,Female,30.16,32.3,0.9750666825977744,719089,1
1,County_1,2024-05-07,Male,28.4,37.9,0.9287154220419243,1175217,1
1,County_1,2024-05-07,Female,22.05,34.0,0.8966408209669042,954444,1
1,County_1,2024-05-08,Male,38.35,40.2,0.9536253668654902,913226,1
1,County_1,2024-05-08,Female,22.95,41.4,0.793524346294498,829720,1
1,County_1,2024-05-09,Male,25.62,38.8,0.9256249776110759,1085421,1
1,County_1,2024-05-09,Female,22.9,36.6,0.9274737396249367,506094,1
1,County_1,2024-05-10,Male,32.26,42.9,0.8929978574028882,1041965,1
1,County_1,2024-05-10,Female,32.36,38.7,0.8351584026022076,1465898,1
1,County_1,2024-05-11,Male,27.73,35.8,0.915702648379993,1228308,1
1,County_1,2024-05-11,Female,31.92,38.1,0.8254031926764313,622955,1
1,County_1,2024-05-12,Male,34.64,39.0,1.0,995326,1
1,County_1,2024-05-12,Female,25.8,37.3,0.9508770458303377,1074631,1
1,County_1,2024-05-13,Male,28.4,41.3,0.8536643448753909,675584,1
1,County_1,2024-05-13,Female,21.18,39.4,0.9408435890010204,889556,1
1,County_1,2024-05-14,Male,36.19,35.9,0.8444888306745201,631116,1
1,County_1,2024-05-14,Female,40.14,38.9,0.9118212338131224,891211,1
1,County_1,2024-05-15,Male,27.07,37.5,0.9209766221953514,1365898,1
1,County_1,2024-05-15,Female,30.82,38.9,0.732419474154766,1069049,1
1,County_1,2024-05-16,Male,21.42,40.4,0.9169360251434818,1363490,1
1,County_1,2024-05-16,Female,26.92,36.3,0.8409608968674831,1226630,1
1,County_1,2024-05-17,Male,40.18,38.5,0.8656031306268087,686275,1
1,County_1,2024-05-17,Female,25.26,44.4,0.9781229753431058,1096816,1
1,County_1,2024-05-18,Male,25.51,42.3,0.9424164750188165,352889,1
1,County_1,2024-05-18,Female,32.8,26.9,0.9400468319814731,490998,1
1,County_1,2024-05-19,Male,26.87,35.7,0.8914375412281458,618267,1
1,County_1,2024-05-19,Female,28.8,45.4,0.8461654915387435,230447,1
1,County_1,2024-05-20,Male,30.53,39.2,0.8311654229680959,863689,1
1,County_1,2024-05-20,Female,23.86,39.3,0.8926198706850665,283369,1
1,County_1,2024-05-21,Male,28.7,35.2,0.7888193984502234,723156,1
1,County_1,2024-05-21,Female,15.1,37.9,0.9886125798334873,268920,1
1,County_1,2024-05-22,Male,26.68,40.9,0.8912812484817345,507747,1
1,County_1,2024-05-22,Female,20.02,33.7,0.8031740632745943,470040,1
1,County_1,2024-05-23,Male,27.04,38.4,0.8434486804254029,953158,1
1,County_1,2024-05-23,Female,25.47,39.4,0.9844946728313145,451351,1
1,County_1,2024-05-24,Male,33.4,37.6,0.8697993862537436,451924,1
1,County_1,2024-05-24,Female,28.16,39.2,0.8321709097688298,480466,1
1,County_1,2024-05-25,Male,30.97,34.7,0.8917910294189748,888725,1
1,County_1,2024-05-25,Female,37.11,36.8,0.9076157756788312,245232,1
1,County_1,2024-05-26,Male,25.73,33.7,0.7539324758252697,1261716,1
1,County_1,2024-05-26,Female,26.95,37.2,0.8929152161976188,932303,1
1,County_1,2024-05-27,Male,36.48,35.2,0.9036885053943443,1469671,1
1,County_1,2024-05-27,Female,23.55,29.5,0.8981733325040695,480852,1
1,County_1,2024-05-28,Male,25.38,38.5,0.9812339229234781,1451703,1
1,County_1,2024-05-28,Female,26.81,36.0,0.8655748246036412,489768,1
1,County_1,2024-05-29,Male,38.37,45.3,1.0,475709,1
1,County_1,2024-05-29,Female,18.44,43.1,0.8768417566764267,379635,1
1,County_1,2024-05-30,Male,16.6,37.5,0.856140739968915,1474634,1
1,County_1,2024-05-30,Female,24.39,41.7,0.8665927957230504,519972,1
1,County_1,2024-05-31,Male,36.71,41.1,0.890408927089668,934417,1
1,County_1,2024-05-31,Female,27.43,35.4,0.9514980408790581,1255106,1
1,County_1,2024-06-01,Male,33.1,38.1,0.8358411286035097,975158,1
1,County_1,2024-06-01,Female,22.77,46.3,0.8466233542872864,595807,1
1,County_1,2024-06-02,Male,30.31,33.8,0.8979492289498269,577501,1
1,County_1,2024-06-02,Female,22.24,37.3,0.9492864997839932,732726,1
1,County_1,2024-06-03,Male,30.1,36.0,0.9279345483016638,719165,1
1,County_1,2024-06-03,Female,23.86,39.1,0.9152096459776711,1344241,1
1,County_1,2024-06-04,Male,30.27,32.7,0.9541589298528128,508449,1
1,County_1,2024-06-04,Female,27.59,31.5,0.9080781506719995,845275,1
1,County_1,2024-06-05,Male,26.05,35.3,0.7985163066130209,1450617,1
1,County_1,2024-06-05,Female,25.02,44.3,0.9256747738460508,386987,1
1,County_1,2024-06-06,Male,31.67,34.4,0.9162179640860801,1454311,1
1,County_1,2024-06-06,Female,27.03,37.1,0.8702911625635021,954105,1
1,County_1,2024-06-07,Male,20.27,42.1,0.8341625576588971,1434915,1
1,County_1,2024-06-07,Female,29.43,40.5,0.9554849920978112,341521,1
1,County_1,2024-06-08,Male,34.68,31.8,0.8285984583449618,921037,1
1,County_1,2024-06-08,Female,29.6,39.0,0.8968276968027927,484154,1
1,County_1,2024-06-09,Male,26.84,39.3,0.9095249839889533,1283094,1
1,County_1,2024-06-09,Female,27.24,41.4,0.9247606476562056,1276941,1
1,County_1,2024-06-10,Male,27.19,35.9,0.9404028899140573,1038574,1
1,County_1,2024-06-10,Female,18.81,31.2,0.926415151733346,1114634,1
1,County_1,2024-06-11,Male,36.03,36.6,0.939719170898959,517013,1
1,County_1,2024-06-11,Female,25.84,38.3,0.9580939151304095,905860,1
1,County_1,2024-06-12,Male,24.22,44.9,0.8957870276582748,1294979,1
1,County_1,2024-06-12,Female,24.59,37.7,0.9437753990255755,1376371,1
1,County_1,2024-06-13,Male,38.0,42.9,0.9874790652636249,753091,1
1,County_1,2024-06-13,Female,23.42,40.9,0.8662889796844069,470914,1
1,County_1,2024-06-14,Male,32.1,43.9,0.9305571827324771,1203429,1
1,County_1,2024-06-14,Female,25.8,36.2,0.7896124541808716,1224729,1
1,County_1,2024-06-15,Male,29.33,28.0,0.8233362698145438,661552,1
1,County_1,2024-06-15,Female,28.44,32.8,0.7684284058290047,402416,1
1,County_1,2024-06-16,Male,28.69,42.3,0.8711234953246223,1365232,1
1,County_1,2024-06-16,Female,21.55,35.7,0.9426856522841414,495767,1
1,County_1,2024-06-17,Male,35.06,36.3,0.9034647030274445,746495,1
1,County_1,2024-06-17,Female,23.39,32.5,0.8071003979187799,391420,1
1,County_1,2024-06-18,Male,36.62,41.7,0.8728813839280603,1067780,1
1,County_1,2024-06-18,Female,26.19,35.2,0.9171407581201312,413981,1
1,County_1,2024-06-19,Male,34.81,38.8,0.8590691660197711,1347815,1
1,County_1,2024-06-19,Female,26.19,37.1,0.8674998709588271,533569,1
1,County_1,2024-06-20,Male,38.14,42.7,0.8133008235291324,1061069,1
1,County_1,2024-06-20,Female,30.7,41.8,0.9143562082600912,980741,1
1,County_1,2024-06-21,Male,28.5,31.2,0.8677215285675762,889984,1
1,County_1,2024-06-21,Female,24.23,37.3,0.8257488920859551,207461,1
1,County_1,2024-06-22,Male,33.74,45.4,0.8627263253968942,431496,1
1,County_1,2024-06-22,Female,30.36,43.6,0.8874976742700524,873218,1
1,County_1,2024-06-23,Male,37.89,36.6,0.9116064255929335,215434,1
1,County_1,2024-06-23,Female,19.86,44.3,0.9389783363620191,376806,1
1,County_1,2024-06-24,Male,23.45,36.4,0.9064705629137799,1007744,1
1,County_1,2024-06-24,Female,21.01,38.2,0.8919327894174104,988443,1
1,County_1,2024-06-25,Male,34.53,42.9,0.9055586080144769,815863,1
1,County_1,2024-06-25,Female,27.12,34.8,0.9212030522232045,1222788,1
1,County_1,2024-06-26,Male,24.32,37.5,0.8921351287399548,1451775,1
1,County_1,2024-06-26,Female,14.96,34.6,0.8778190847741474,450100,1
1,County_1,2024-06-27,Male,31.91,40.8,0.8833090255121995,1183825,1
1,County_1,2024-06-27,Female,16.03,40.1,0.7980519361497292,202352,1
1,County_1,2024-06-28,Male,23.6,40.6,0.875461393508856,1181890,1
1,County_1,2024-06-28,Female,19.63,33.0,0.8567480386825503,667243,1
1,County_1,2024-06-29,Male,33.07,39.2,0.8408492503333937,1067964,1
1,County_1,2024-06-29,Female,35.23,27.9,0.8856997889059944,1042000,1
1,County_1,2024-06-30,Male,27.31,42.3,0.868282844708216,284754,1
1,County_1,2024-06-30,Female,21.9,37.9,0.8716147107890657,439779,1
